site,sample,trmt,breadth
tool,41-50-28,after,5.97E-02
tool,41-50-28,after,5.26E-02
tool,41-50-28,after,5.17E-02
tool,41-50-28,after,1.38E-02
tool,41-50-28,after,7.91E-02
tool,41-50-28,after,9.02E-02
tool,41-50-28,after,5.47E-02
tool,41-50-28,after,6.04E-02
tool,41-50-28,after,5.76E-02
tool,41-50-28,after,2.09E-02
tool,41-50-28,after,5.67E-02
tool,41-50-28,after,4.88E-02
tool,41-50-28,after,2.67E-02
tool,41-50-28,after,6.13E-02
tool,41-50-28,after,7.13E-02
tool,41-50-28,after,3.89E-02
tool,41-50-28,after,5.35E-02
tool,41-50-28,after,5.60E-02
tool,41-50-28,after,5.06E-02
tool,41-50-28,after,3.50E-02
tool,41-50-28,after,6.14E-02
tool,41-50-28,after,4.07E-02
tool,41-50-28,after,4.42E-02
tool,41-50-28,after,6.35E-02
tool,41-50-28,after,5.65E-02
tool,41-50-28,after,3.08E-02
tool,41-50-28,after,2.41E-02
tool,41-50-28,after,3.33E-02
tool,41-50-28,after,2.42E-02
tool,41-50-28,after,3.82E-02
tool,41-50-28,after,2.92E-02
tool,41-50-28,after,3.00E-02
tool,41-50-28,after,3.21E-02
tool,41-50-28,after,3.52E-02
tool,41-50-28,after,2.72E-02
tool,41-50-28,after,3.97E-02
tool,41-50-28,after,2.42E-02
tool,41-50-28,after,2.43E-02
tool,40-50-28,before,0.161848
tool,40-50-28,before,0.0663251
tool,40-50-28,before,0.0509233
tool,40-50-28,before,0.059187
tool,40-50-28,before,0.586096
tool,40-50-28,before,0.0757015
tool,40-50-28,before,0.0246569
tool,40-50-28,before,0.0805118
tool,40-50-28,before,0.0824353
tool,40-50-28,before,0.0473084
tool,40-50-28,before,0.0594382
tool,40-50-28,before,0.0388383
tool,40-50-28,before,0.141286
tool,40-50-28,before,0.0546049
tool,40-50-28,before,0.0426842
tool,40-50-28,before,0.0721039
tool,40-50-28,before,0.0267971
tool,40-50-28,before,0.0240317
tool,40-50-28,before,0.057606
tool,40-50-28,before,0.0608097
tool,40-50-28,before,0.0631363
tool,40-50-28,before,0.0952562
tool,40-50-28,before,0.0555992
tool,40-50-28,before,0.0413007
tool,40-50-28,before,0.0790876
tool,40-50-28,before,0.353248
tool,40-50-28,before,0.0673147
tool,40-50-28,before,0.057282
tool,40-50-28,before,0.0565439
tool,40-50-28,before,0.0468003
tool,40-50-28,before,0.111633
tool,40-50-28,before,0.0630983
tool,40-50-28,before,0.0464387
tool,40-50-28,before,0.0444301
tool,40-50-28,before,0.0396994
tool,40-50-28,before,0.0597719
tool,40-50-28,before,0.0451881
tool,40-50-28,before,0.0263651
tool,40-50-28,before,0.0275357
tool,40-50-28,before,0.103816
tool,40-50-28,before,0.0587357
tool,40-50-28,before,0.0632721
tool,40-50-28,before,0.0760253
tool,40-50-28,after,0.225569
tool,40-50-28,after,0.652684
tool,40-50-28,after,0.167698
tool,40-50-28,after,0.0215179
tool,40-50-28,after,0.068579
tool,40-50-28,after,0.0671676
tool,40-50-28,after,0.215845
tool,40-50-28,after,0.258615
tool,40-50-28,after,0.0429501
tool,40-50-28,after,0.0603688
tool,40-50-28,after,0.0626306
tool,40-50-28,after,0.0762838
tool,40-50-28,after,0.0333895
tool,40-50-28,after,0.0305381
tool,40-50-28,after,0.0280634
tool,40-50-28,after,0.0698452
tool,40-50-28,after,0.165678
tool,40-50-28,after,0.0556036
tool,40-50-28,after,0.0852826
tool,40-50-28,after,0.109795
tool,40-50-28,after,0.0447685
tool,40-50-28,after,0.0333852
tool,40-50-28,after,0.0240272
tool,40-50-28,after,0.0629678
tool,40-50-28,after,0.024465
tool,40-50-28,after,0.0405324
tool,40-50-28,after,0.0251633
tool,40-50-28,after,0.0525015
tool,40-50-28,after,0.0800958
tool,40-50-28,after,0.210959
tool,40-50-28,after,0.0349213
tool,40-50-28,after,0.0329385
tool,40-50-28,after,0.032211
tool,40-50-28,after,0.16004
tool,40-50-28,after,0.060349
tool,40-50-28,after,0.108194
tool,40-50-28,after,0.0485537
tool,40-50-28,after,0.0479071
tool,40-50-28,after,0.0441016
tool,40-50-28,after,0.0473651
tool,40-50-28,after,0.0382545
tool,40-50-28,after,0.073577
tool,28-38-28,before,0.101132
tool,28-38-28,before,0.0421328
tool,28-38-28,before,0.102663
tool,28-38-28,before,0.0462549
tool,28-38-28,before,1.04785
tool,28-38-28,before,0.0353327
tool,28-38-28,before,0.054067
tool,28-38-28,before,0.0839316
tool,28-38-28,before,0.216389
tool,28-38-28,before,0.162868
tool,28-38-28,before,0.0199626
tool,28-38-28,before,0.111466
tool,28-38-28,before,0.125505
tool,28-38-28,before,0.0353364
tool,28-38-28,before,0.0361738
tool,28-38-28,before,0.100047
tool,28-38-28,before,0.176475
tool,28-38-28,before,0.147331
tool,28-38-28,before,0.0303877
tool,28-38-28,before,0.0416852
tool,28-38-28,before,0.0526816
tool,28-38-28,before,0.0699724
tool,28-38-28,before,0.124739
tool,28-38-28,before,0.048134
tool,28-38-28,before,0.0575843
tool,28-38-28,before,0.107543
tool,28-38-28,before,0.214607
tool,28-38-28,before,0.25316
tool,28-38-28,before,0.474225
tool,28-38-28,before,0.0462729
tool,28-38-28,before,0.0360663
tool,28-38-28,before,0.0590261
tool,28-38-28,before,0.0755489
tool,28-38-28,before,0.0230489
tool,28-38-28,before,0.070739
tool,28-38-28,before,0.0462496
tool,28-38-28,before,0.0332267
tool,28-38-28,before,0.0309513
tool,28-38-28,before,0.127664
tool,28-38-28,before,0.0989653
tool,28-38-28,before,0.0561302
tool,28-38-28,before,0.135
tool,28-38-28,before,1.27344
tool,28-38-28,before,0.0299573
tool,28-38-28,before,0.0645031
tool,28-38-28,before,0.0334131
tool,28-38-28,before,0.0872574
tool,28-38-28,before,0.0333936
tool,28-38-28,before,0.0575661
tool,28-38-28,before,0.131142
tool,28-38-28,before,0.108599
tool,28-38-28,before,0.0299586
tool,28-38-28,before,0.0478281
tool,28-38-28,before,0.0428162
tool,28-38-28,before,0.0606082
tool,28-38-28,before,0.0103193
tool,28-38-28,before,0.0290463
tool,28-38-28,before,0.0569163
tool,28-38-28,before,0.313777
tool,28-38-28,before,0.0545212
tool,28-38-28,before,0.0406377
tool,28-38-28,before,0.0384468
tool,28-38-28,before,0.075302
tool,28-38-28,before,0.115249
tool,28-38-28,before,0.0386661
tool,28-38-28,before,0.0577643
tool,28-38-28,before,0.0719029
tool,28-38-28,before,0.0389309
tool,28-38-28,before,0.0482801
tool,28-38-28,before,0.024907
tool,28-38-28,before,0.0436228
tool,28-38-28,before,0.13309
tool,28-38-28,before,0.0249124
tool,28-38-28,before,0.0847328
tool,28-38-28,before,0.0929176
tool,28-38-28,before,0.10321
tool,28-38-28,before,0.0271936
tool,28-38-28,before,0.0295457
tool,28-38-28,before,1.00391
tool,28-38-28,before,0.0376296
tool,28-38-28,before,0.0323117
tool,28-38-28,before,0.0241872
tool,28-38-28,before,0.109815
tool,28-38-28,before,0.105021
tool,28-38-28,before,0.0474053
tool,28-38-28,before,0.0305935
tool,28-38-28,before,0.0292205
tool,28-38-28,before,0.0990456
tool,28-38-28,before,0.0418433
tool,28-38-28,before,0.0457028
tool,28-38-28,before,0.0528027
tool,28-38-28,before,0.125755
tool,28-38-28,before,0.0331062
tool,28-38-28,before,0.0316874
tool,28-38-28,before,0.0687761
tool,28-38-28,before,0.0406554
tool,28-38-28,before,0.0345566
tool,28-38-28,before,0.0349419
tool,28-38-28,before,0.0365565
tool,28-38-28,before,0.0353058
tool,28-38-28,before,0.0440439
tool,28-38-28,before,0.233164
tool,28-38-28,before,0.0540915
tool,28-38-28,before,0.0359092
tool,28-38-28,before,0.0726198
tool,28-38-28,before,0.0489275
tool,28-38-28,before,0.121589
tool,28-38-28,before,0.0564221
tool,28-38-28,before,0.151959
tool,28-38-28,before,0.0515347
tool,28-38-28,before,0.0541117
tool,28-38-28,before,0.0321077
tool,28-38-28,before,0.164778
tool,28-38-28,before,0.0331915
tool,28-38-28,before,0.024092
tool,28-38-28,before,0.0388605
tool,28-38-28,before,0.0588362
tool,28-38-28,before,0.062147
tool,28-38-28,before,0.266397
tool,28-38-28,before,0.160455
tool,28-38-28,before,0.118761
tool,28-38-28,before,0.0620469
tool,28-38-28,before,0.056116
tool,28-38-28,before,0.0585004
tool,28-38-28,before,0.0332592
tool,28-38-28,before,0.0557666
tool,28-38-28,before,0.0740544
tool,28-38-28,before,0.052306
tool,28-38-28,before,0.0243165
tool,28-38-28,before,0.132907
tool,28-38-28,before,0.0421205
tool,28-38-28,before,0.0673161
tool,28-38-28,before,0.0460513
tool,28-38-28,before,0.0333936
tool,28-38-28,before,0.0269531
tool,28-38-28,before,0.0239781
tool,28-38-28,before,0.0429518
tool,28-38-28,before,0.413153
tool,28-38-28,before,0.0721927
tool,28-38-28,before,0.137908
tool,28-38-28,before,0.171406
tool,28-38-28,before,0.0270934
tool,28-38-28,before,0.0754388
tool,28-38-28,before,0.105396
tool,28-38-28,before,0.0374892
tool,28-38-28,before,0.0850726
tool,28-38-28,before,0.0330227
tool,28-38-28,before,0.505889
tool,28-38-28,before,0.0239525
tool,28-38-28,before,0.0301027
tool,28-38-28,before,0.0557276
tool,28-38-28,before,0.0618318
tool,28-38-28,before,0.0463058
tool,28-38-28,before,0.0355962
tool,28-38-28,before,0.216216
tool,28-38-28,before,0.0331817
tool,28-38-28,before,0.106074
tool,28-38-28,before,0.0354048
tool,28-38-28,before,0.0482717
tool,28-38-28,before,0.0576895
tool,28-38-28,before,0.0563629
tool,28-38-28,before,0.0297024
tool,28-38-28,before,0.0540539
tool,28-38-28,before,0.0328394
tool,28-38-28,before,0.12345
tool,28-38-28,before,0.0383048
tool,28-38-28,before,0.0865372
tool,28-38-28,before,0.0294084
tool,28-38-28,before,0.0437353
tool,28-38-28,before,0.0585704
tool,28-38-28,before,0.0854039
tool,28-38-28,before,0.0622267
tool,28-38-28,before,0.0947189
tool,28-38-28,before,0.0366752
tool,28-38-28,before,0.148325
tool,28-38-28,before,0.0318541
tool,28-38-28,before,0.0614407
tool,28-38-28,before,1.12121
tool,28-38-28,before,0.0564539
tool,28-38-28,before,0.0528402
tool,28-38-28,before,0.0763011
tool,28-38-28,before,0.0277585
tool,28-38-28,before,0.0249025
tool,28-38-28,before,0.11125
tool,28-38-28,before,0.0601487
tool,28-38-28,before,0.0875048
tool,28-38-28,before,0.0347624
tool,28-38-28,before,0.245857
tool,28-38-28,before,0.0621477
tool,28-38-28,before,0.149971
tool,28-38-28,before,0.0567674
tool,28-38-28,before,0.0502969
tool,28-38-28,before,0.0396565
tool,28-38-28,before,0.0355908
tool,28-38-28,before,0.0408135
tool,28-38-28,before,0.041566
tool,28-38-28,before,0.0470925
tool,28-38-28,before,0.0439034
tool,28-38-28,before,0.0452785
tool,28-38-28,before,0.0405989
tool,28-38-28,before,0.0464827
tool,28-38-28,before,0.0970457
tool,28-38-28,before,0.0762143
tool,28-38-28,before,0.206125
tool,28-38-28,before,0.0494358
tool,28-38-28,before,0.0453214
tool,28-38-28,before,0.05195
tool,28-38-28,before,0.0445849
tool,28-38-28,before,0.0282382
tool,28-38-28,before,0.0402689
tool,28-38-28,before,0.500984
tool,28-38-28,before,0.0507999
tool,28-38-28,before,0.281123
tool,28-38-28,before,0.0324781
tool,28-38-28,before,0.0770873
tool,28-38-28,before,0.244004
tool,28-38-28,before,0.0759391
tool,28-38-28,before,0.0652019
tool,28-38-28,before,0.0845962
tool,28-38-28,before,0.0613359
tool,28-38-28,before,0.0332523
tool,28-38-28,before,0.0701973
tool,28-38-28,before,0.039811
tool,28-38-28,before,0.0401836
tool,28-38-28,before,0.073617
tool,28-38-28,before,0.0812612
tool,28-38-28,before,0.0339589
tool,28-38-28,before,0.0390251
tool,28-38-28,before,0.141241
tool,28-38-28,before,0.0920129
tool,28-38-28,before,0.0684125
tool,28-38-28,before,0.0605675
tool,28-38-28,before,0.0276934
tool,28-38-28,before,0.0246945
tool,28-38-28,before,0.0429514
tool,28-38-28,before,0.207441
tool,28-38-28,before,0.0333925
tool,28-38-28,before,0.0398919
tool,28-38-28,before,0.043268
tool,28-38-28,before,0.0494733
tool,28-38-28,before,0.0470358
tool,28-38-28,before,0.103934
tool,28-38-28,before,0.0595751
tool,28-38-28,before,0.0377913
tool,28-38-28,before,0.0332091
tool,28-38-28,before,0.0344287
tool,28-38-28,before,0.07246
tool,28-38-28,before,0.0734836
tool,28-38-28,before,0.0943428
tool,28-38-28,before,0.0411401
tool,28-38-28,before,0.0404148
tool,28-38-28,before,0.0353349
tool,28-38-28,before,0.0327585
tool,28-38-28,before,0.0560802
tool,28-38-28,before,0.0808054
tool,28-38-28,before,0.0944543
tool,28-38-28,before,0.344169
tool,28-38-28,before,0.117318
tool,28-38-28,before,0.122492
tool,28-38-28,before,0.0441818
tool,28-38-28,before,0.040864
tool,28-38-28,before,0.072047
tool,28-38-28,before,0.0540699
tool,28-38-28,before,0.0575568
tool,28-38-28,before,0.035786
tool,28-38-28,before,0.0333865
tool,28-38-28,before,0.103394
tool,28-38-28,before,0.0240317
tool,28-38-28,before,0.0445814
tool,28-38-28,before,0.107541
tool,28-38-28,before,0.0332451
tool,28-38-28,before,0.0548232
tool,28-38-28,before,0.0727759
tool,28-38-28,before,0.0331688
tool,28-38-28,before,0.0713392
tool,28-38-28,before,0.0983078
tool,28-38-28,before,0.0897564
tool,28-38-28,before,0.0489099
tool,28-38-28,before,0.0618256
tool,28-38-28,before,0.0599131
tool,28-38-28,after,0.230809
tool,28-38-28,after,0.0877626
tool,28-38-28,after,0.146725
tool,28-38-28,after,0.0373805
tool,28-38-28,after,0.0655946
tool,28-38-28,after,0.0605732
tool,28-38-28,after,0.712682
tool,28-38-28,after,0.0286282
tool,28-38-28,after,1.21033
tool,28-38-28,after,0.121057
tool,28-38-28,after,0.0962547
tool,28-38-28,after,0.0963004
tool,28-38-28,after,0.11352
tool,28-38-28,after,0.0734554
tool,28-38-28,after,0.0249077
tool,28-38-28,after,0.106918
tool,28-38-28,after,0.0269732
tool,28-38-28,after,0.0270796
tool,28-38-28,after,0.0683884
tool,28-38-28,after,0.0356487
tool,28-38-28,after,0.0544322
tool,28-38-28,after,0.08291
tool,28-38-28,after,0.0692179
tool,28-38-28,after,0.0936164
tool,28-38-28,after,0.0707566
tool,28-38-28,after,0.0605495
tool,28-38-28,after,0.12767
tool,28-38-28,after,0.0469003
tool,28-38-28,after,0.0239135
tool,28-38-28,after,0.105992
tool,28-38-28,after,0.0396224
tool,28-38-28,after,0.2
tool,28-38-28,after,0.107666
tool,28-38-28,after,0.07306
tool,28-38-28,after,0.0659851
tool,28-38-28,after,0.024913
tool,28-38-28,after,0.0251277
tool,28-38-28,after,0.0382662
tool,28-38-28,after,0.0471738
tool,28-38-28,after,0.0994074
tool,28-38-28,after,0.0551794
tool,28-38-28,after,0.0954805
tool,28-38-28,after,0.0474617
tool,28-38-28,after,0.20141
tool,28-38-28,after,0.0353198
tool,28-38-28,after,0.10293
tool,28-38-28,after,0.0485991
tool,28-38-28,after,0.0400387
tool,28-38-28,after,0.194081
tool,28-38-28,after,0.090797
tool,28-38-28,after,0.0892639
tool,28-38-28,after,0.0227462
tool,28-38-28,after,0.0912261
tool,28-38-28,after,0.0271003
tool,28-38-28,after,0.0603503
tool,28-38-28,after,0.100329
tool,28-38-28,after,0.0289373
tool,28-38-28,after,0.0676874
tool,28-38-28,after,0.108924
tool,28-38-28,after,0.0387537
tool,28-38-28,after,0.144129
tool,28-38-28,after,0.132095
tool,28-38-28,after,0.0461768
tool,28-38-28,after,0.0689721
tool,28-38-28,after,0.0271495
tool,28-38-28,after,0.0627263
tool,28-38-28,after,1.22192
tool,28-38-28,after,0.0906477
tool,28-38-28,after,0.0171815
tool,28-38-28,after,0.0557038
tool,28-38-28,after,0.1971
tool,28-38-28,after,0.0299397
tool,28-38-28,after,0.0412979
tool,28-38-28,after,0.206752
tool,28-38-28,after,0.0234343
tool,28-38-28,after,0.195056
tool,28-38-28,after,0.125669
tool,28-38-28,after,0.176124
tool,28-38-28,after,0.0632934
tool,28-38-28,after,0.0303215
tool,28-38-28,after,0.0362111
tool,28-38-28,after,0.119887
tool,28-38-28,after,0.0242518
tool,28-38-28,after,0.0582336
tool,28-38-28,after,0.166705
tool,28-38-28,after,0.0546394
tool,28-38-28,after,0.0354675
tool,28-38-28,after,0.0372742
tool,28-38-28,after,0.0507724
tool,28-38-28,after,0.0700044
tool,28-38-28,after,0.393834
tool,28-38-28,after,0.0338794
tool,28-38-28,after,0.0224129
tool,28-38-28,after,0.0586965
tool,28-38-28,after,0.0595275
tool,28-38-28,after,0.195495
tool,28-38-28,after,0.0320901
tool,28-38-28,after,0.0696741
tool,28-38-28,after,0.0333925
tool,28-38-28,after,0.023498
tool,28-38-28,after,0.0249114
tool,28-38-28,after,0.0232774
tool,28-38-28,after,0.0233839
tool,28-38-28,after,0.0690247
tool,28-38-28,after,0.0357316
tool,28-38-28,after,0.0811079
tool,28-38-28,after,0.035227
tool,28-38-28,after,0.157229
tool,28-38-28,after,0.0668355
tool,28-38-28,after,0.0323117
tool,28-38-28,after,0.0755599
tool,28-38-28,after,0.109611
tool,28-38-28,after,0.0242516
tool,28-38-28,after,0.0257355
tool,28-38-28,after,0.0851744
tool,28-38-28,after,0.0966169
tool,28-38-28,after,0.0475209
tool,28-38-28,after,0.0298187
tool,28-38-28,after,0.0326595
tool,28-38-28,after,0.0333128
tool,28-38-28,after,0.0538895
tool,28-38-28,after,0.123275
tool,28-38-28,after,0.168276
tool,28-38-28,after,0.0244927
tool,28-38-28,after,0.0333932
tool,28-38-28,after,0.319285
tool,28-38-28,after,0.0242516
tool,28-38-28,after,0.0618438
tool,28-38-28,after,0.11219
tool,28-38-28,after,0.0889013
tool,28-38-28,after,0.0366296
tool,28-38-28,after,0.0411987
tool,28-38-28,after,0.0637674
tool,28-38-28,after,0.0414377
tool,28-38-28,after,0.136792
tool,28-38-28,after,0.049455
tool,28-38-28,after,0.036481
tool,28-38-28,after,0.0458954
tool,28-38-28,after,0.0428931
tool,28-38-28,after,0.0271495
tool,28-38-28,after,0.0739119
tool,28-38-28,after,0.0404294
tool,28-38-28,after,0.0471521
tool,28-38-28,after,0.0252039
tool,28-38-28,after,0.127498
tool,28-38-28,after,0.0243023
tool,28-38-28,after,0.024913
tool,28-38-28,after,0.0301575
tool,28-38-28,after,0.0858389
tool,28-38-28,after,0.0797538
tool,28-38-28,after,0.0411525
tool,28-38-28,after,0.0278755
tool,28-38-28,after,0.0588465
tool,28-38-28,after,0.0449646
tool,28-38-28,after,0.0708724
tool,28-38-28,after,0.0407015
tool,28-38-28,after,0.150676
tool,28-38-28,after,0.035877
tool,28-38-28,after,0.429363
tool,28-38-28,after,0.150531
tool,28-38-28,after,0.0400543
tool,28-38-28,after,0.0241395
tool,28-38-28,after,0.0354803
tool,28-38-28,after,0.0246846
tool,28-38-28,after,0.056768
tool,28-38-28,after,0.244653
tool,28-38-28,after,0.0410225
tool,28-38-28,after,0.024092
tool,28-38-28,after,0.085278
tool,28-38-28,after,0.0276338
tool,28-38-28,after,0.0510713
tool,28-38-28,after,0.155154
tool,28-38-28,after,0.0975557
tool,28-38-28,after,0.502356
tool,28-38-28,after,0.0637181
tool,28-38-28,after,0.0695399
tool,28-38-28,after,0.0358444
tool,28-38-28,after,0.0517207
tool,28-38-28,after,0.0603885
tool,28-38-28,after,0.0986905
tool,28-38-28,after,0.0626942
tool,28-38-28,after,0.186326
tool,28-38-28,after,0.108342
tool,28-38-28,after,0.0329055
tool,28-38-28,after,0.0608397
tool,28-38-28,after,0.190699
tool,28-38-28,after,0.0348218
tool,28-38-28,after,0.0414188
tool,28-38-28,after,0.0498759
tool,28-38-28,after,0.369633
tool,28-38-28,after,0.06259
tool,28-38-28,after,0.0426552
tool,28-38-28,after,0.0278719
tool,28-38-28,after,0.0249025
tool,28-38-28,after,0.35998
tool,28-38-28,after,0.135247
tool,28-38-28,after,0.068676
tool,28-38-28,after,0.0825538
tool,28-38-28,after,0.0931391
tool,28-38-28,after,0.0657592
tool,28-38-28,after,0.0976929
tool,28-38-28,after,0.0621902
tool,28-38-28,after,0.105336
tool,28-38-28,after,0.053536
tool,28-38-28,after,0.04739
tool,28-38-28,after,0.0552741
tool,28-38-28,after,0.0470312
tool,28-38-28,after,0.136728
tool,28-38-28,after,0.0243165
tool,28-38-28,after,0.0441001
tool,28-38-28,after,0.0522421
tool,28-38-28,after,0.0240317
tool,28-38-28,after,0.0453377
tool,28-38-28,after,0.0273181
tool,28-38-28,after,0.0480473
tool,28-38-28,after,0.027641
tool,28-38-28,after,0.0811892
tool,28-38-28,after,0.0814207
tool,28-38-28,after,0.113197
tool,28-38-28,after,0.0485715
tool,28-38-28,after,0.105923
tool,28-38-28,after,0.0317352
tool,28-38-28,after,0.0441287
tool,28-38-28,after,0.0284957
tool,28-38-28,after,0.038346
tool,28-38-28,after,0.0266935
tool,28-38-28,after,0.0479464
tool,28-38-28,after,0.0424858
tool,28-38-28,after,0.0465208
tool,28-38-28,after,0.162038
tool,28-38-28,after,0.0848999
tool,28-38-28,after,0.0290344
tool,28-38-28,after,0.0663959
tool,28-38-28,after,0.0810305
tool,28-38-28,after,0.0234343
tool,28-38-28,after,0.0527622
tool,28-38-28,after,0.0420369
tool,28-38-28,after,0.147571
tool,28-38-28,after,0.0704515
tool,28-38-28,after,0.0331985
tool,28-38-28,after,0.0359234
tool,28-38-28,after,0.0383268
tool,28-38-28,after,0.0283781
tool,28-38-28,after,0.0429322
tool,28-38-28,after,0.0884819
tool,28-38-28,after,0.0462359
tool,28-38-28,after,0.0206386
tool,28-38-28,after,0.196231
tool,28-38-28,after,0.123887
tool,28-38-28,after,0.0872418
tool,28-38-28,after,0.0576013
tool,28-38-28,after,0.0397936
tool,28-38-28,after,0.0241472
tool,28-38-28,after,0.117843
tool,28-38-28,after,0.259089
tool,28-38-28,after,0.041046
tool,28-38-28,after,0.0823533
tool,28-38-28,after,0.0836856
tool,28-38-28,after,0.0249129
tool,28-38-28,after,0.0606957
tool,28-38-28,after,0.0450178
tool,28-38-28,after,0.0198678
tool,28-38-28,after,0.10078
tool,28-38-28,after,0.179333
tool,28-38-28,after,0.0491952
tool,28-38-28,after,0.039275
tool,28-38-28,after,0.0279122
tool,28-38-28,after,0.116455
tool,28-38-28,after,0.0241964
tool,28-38-28,after,0.0432235
tool,28-38-28,after,0.0840034
tool,28-38-28,after,0.0249098
tool,28-38-28,after,0.846372
tool,28-38-28,after,0.104755
tool,28-38-28,after,0.26387
tool,28-38-28,after,0.0298386
tool,28-38-28,after,0.0278031
tool,28-38-28,after,0.0250515
tool,28-38-28,after,0.0428387
tool,28-38-28,after,0.0353227
tool,28-38-28,after,0.0412972
tool,28-38-28,after,0.0474737
tool,28-38-28,after,0.0408332
tool,28-38-28,after,0.118359
tool,28-38-28,after,0.118493
tool,28-38-28,after,0.0487901
tool,28-38-28,after,0.301896
tool,28-38-28,after,0.0249064
tool,28-38-28,after,0.0869706
tool,28-38-28,after,0.0333895
tool,28-38-28,after,0.324704
tool,28-38-28,after,0.0272759
tool,28-38-28,after,0.0416857
tool,28-38-28,after,0.0438357
tool,28-38-28,after,0.193177
tool,28-38-28,after,0.0327845
tool,28-38-28,after,0.0380326
tool,28-38-28,after,0.0528474
tool,28-38-28,after,0.020984
tool,28-38-28,after,0.117922
tool,28-38-28,after,0.153946
tool,28-38-28,after,0.0941491
tool,28-38-28,after,0.0325949
tool,28-38-28,after,0.0207652
tool,28-38-28,after,0.0358872
tool,28-38-28,after,0.0736945
tool,28-38-28,after,0.0355682
tool,28-38-28,after,0.0739317
tool,28-38-28,after,0.180593
tool,28-38-28,after,0.0687946
tool,28-38-28,after,0.0266646
tool,28-38-28,after,0.033392
tool,28-38-28,after,0.030079
tool,28-38-28,after,0.0648286
tool,28-38-28,after,0.0249077
tool,28-38-28,after,0.0647249
tool,28-38-28,after,0.0603132
tool,28-38-28,after,0.637248
tool,28-38-28,after,0.0333213
tool,28-38-28,after,0.0253913
tool,28-38-28,after,0.0739676
tool,28-38-28,after,0.0521306
tool,28-38-28,after,0.024414
tool,28-38-28,after,0.0300834
tool,28-38-28,after,0.0240272
tool,28-38-28,after,0.0271495
tool,28-38-28,after,0.0852014
tool,28-38-28,after,0.0443638
tool,28-38-28,after,0.0353536
tool,28-38-28,after,0.0839689
tool,28-38-28,after,0.0430852
tool,28-38-28,after,0.0545752
tool,28-38-28,after,0.0345073
tool,28-38-28,after,0.0395008
tool,28-38-28,after,0.0332613
tool,28-38-28,after,0.0590123
tool,28-38-28,after,0.0361449
tool,28-38-28,after,0.0606651
tool,28-38-28,after,0.0517868
tool,28-38-28,after,0.037627
tool,28-38-28,after,0.11756
tool,28-38-28,after,0.0401623
tool,28-38-28,after,0.245635
tool,28-38-28,after,0.0328361
tool,28-38-28,after,0.0249025
tool,28-38-28,after,0.128563
tool,28-38-28,after,0.0575379
tool,28-38-28,after,0.0385827
tool,28-38-28,after,0.0475956
tool,28-38-28,after,0.0442563
tool,28-38-28,after,0.0331637
tool,28-38-28,after,0.0857897
tool,28-38-28,after,0.0242662
tool,28-38-28,after,0.450598
tool,28-38-28,after,0.0363535
tool,28-38-28,after,0.0271936
tool,28-38-28,after,0.0439486
tool,28-38-28,after,0.0808349
tool,28-38-28,after,0.484173
tool,28-38-28,after,0.036564
tool,28-38-28,after,0.0542532
tool,28-38-28,after,0.199686
tool,28-38-28,after,0.0775139
tool,28-38-28,after,0.0328081
tool,28-38-28,after,0.0276518
tool,28-38-28,after,0.0739049
tool,28-38-28,after,0.0761097
tool,28-38-28,after,0.0461725
tool,28-38-28,after,0.117666
tool,28-38-28,after,0.107454
tool,28-38-28,after,0.0229076
tool,28-38-28,after,0.0680387
tool,28-38-28,after,0.0242157
tool,28-38-28,after,0.127389
tool,28-38-28,after,0.0319276
tool,28-38-28,after,0.113915
tool,28-38-28,after,0.0487707
tool,28-38-28,after,0.0704284
tool,28-38-28,after,0.0776593
tool,28-38-28,after,0.0799394
tool,28-38-28,after,0.201836
tool,28-38-28,after,0.247662
tool,28-38-28,after,0.0658078
tool,28-38-28,after,0.0335892
tool,28-38-28,after,0.0482601
tool,28-38-28,after,0.064408
tool,28-38-28,after,0.123193
tool,28-38-28,after,0.730085
tool,28-38-28,after,0.0380081
tool,28-38-28,after,0.0262752
tool,28-38-28,after,0.0731072
tool,28-38-28,after,0.0831793
tool,28-38-28,after,0.0290481
tool,28-38-28,after,0.322737
tool,28-38-28,after,0.244449
tool,28-38-28,after,0.0618908
tool,28-38-28,after,0.0258866
tool,28-38-28,after,0.23124
tool,28-38-28,after,0.0262345
tool,28-38-28,after,0.0249127
tool,28-38-28,after,0.0861072
tool,28-38-28,after,0.0605175
tool,28-38-28,after,0.0268408
tool,28-38-28,after,0.176682
tool,28-38-28,after,0.168117
tool,28-38-28,after,0.150502
tool,28-38-28,after,0.0491952
tool,28-38-28,after,0.0428057
tool,28-38-28,after,0.0524008
tool,28-38-28,after,0.101457
tool,28-38-28,after,0.0816011
tool,28-38-28,after,0.0949402
tool,28-38-28,after,0.121635
tool,28-38-28,after,0.0557031
tool,28-38-28,after,0.0769719
tool,28-38-28,after,0.0282382
tool,28-38-28,after,0.043432
tool,28-38-28,after,0.0538963
tool,28-38-28,after,0.146204
tool,28-38-28,after,0.0372554
tool,28-38-28,after,0.148186
tool,28-38-28,after,0.458218
tool,28-38-28,after,0.0264964
tool,28-38-28,after,0.0844784
tool,28-38-28,after,0.0750661
tool,28-38-28,after,0.0855715
tool,28-38-28,after,0.0292148
tool,28-38-28,after,0.0705735
tool,28-38-28,after,0.159423
tool,28-38-28,after,0.0774951
tool,28-38-28,after,0.024913
